,Finance Boom,Suppose I Do,Chalice Well,Im Over Dancing,Its My Turn,Refreshing,Upforthechallenge,Wango Award,Zoom Torino
10-01-2023 12:19:02.381524,"(10.0, 13.0, 12.555555555555555)","(10.0, 12.5, 12.46875)","(6.5, 8.4, 8.338461538461539)","(9.0, 11.0, 10.804347826086957)","(3.6, 4.4, 4.396825396825397)","(5.0, 6.4, 6.366666666666667)","(101.0, 370.0, 508.97435897435895)","(3.4, 4.6, 4.4222222222222225)","(51.0, 540.0, 515.4545454545455)"
10-01-2023 12:19:03.691531,"(10.0, 13.0, 12.555555555555555)","(10.0, 12.5, 12.46875)","(6.5, 8.4, 8.338461538461539)","(9.0, 11.0, 10.804347826086957)","(3.6, 4.4, 4.396825396825397)","(5.0, 6.4, 6.366666666666667)","(101.0, 550.0, 508.97435897435895)","(3.4, 4.5, 4.4222222222222225)","(51.0, 540.0, 515.4545454545455)"
10-01-2023 12:19:05.050600,"(10.0, 13.0, 11.888235294117647)","(10.0, 12.5, 12.701754385964913)","(6.5, 8.4, 8.022764227642277)","(9.0, 11.0, 10.915441176470589)","(3.6, 4.4, 4.382758620689655)","(5.0, 6.4, 6.663157894736842)","(101.0, 540.0, 493.5)","(3.4, 4.5, 4.4222222222222225)","(51.0, 540.0, 536.6666666666667)"
10-01-2023 12:19:06.403438,"(10.0, 12.0, 11.945945945945946)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.2, 8.022764227642277)","(9.0, 11.0, 10.915441176470589)","(3.6, 4.4, 4.3786885245901646)","(5.0, 6.8, 6.663157894736842)","(101.0, 540.0, 493.5)","(3.4, 4.5, 4.4222222222222225)","(51.0, 550.0, 536.0)"
10-01-2023 12:19:07.676130,"(10.0, 12.0, 11.8)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.2, 8.022764227642277)","(9.0, 11.0, 10.915441176470589)","(3.6, 4.4, 4.275757575757575)","(5.0, 6.8, 6.663157894736842)","(101.0, 540.0, 493.5)","(3.4, 4.5, 4.4222222222222225)","(51.0, 550.0, 536.0)"
10-01-2023 12:19:09.025250,"(10.0, 12.5, 11.8)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.2, 8.033587786259542)","(9.0, 11.0, 10.915441176470589)","(3.6, 4.3, 4.269444444444444)","(5.0, 6.8, 6.694117647058824)","(101.0, 540.0, 493.5)","(3.4, 4.5, 4.4222222222222225)","(51.0, 550.0, 536.0)"
10-01-2023 12:19:10.359464,"(10.0, 12.5, 11.8)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.2, 8.033587786259542)","(9.0, 11.0, 10.915441176470589)","(3.6, 4.3, 4.269444444444444)","(5.0, 6.8, 6.694117647058824)","(101.0, 540.0, 493.5)","(3.4, 4.5, 4.4222222222222225)","(51.0, 550.0, 514.2857142857143)"
10-01-2023 12:19:11.632223,"(10.0, 12.5, 11.8)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.2, 8.375)","(9.0, 11.0, 10.903571428571428)","(3.6, 4.3, 4.246341463414634)","(5.0, 6.8, 6.694117647058824)","(101.0, 540.0, 493.5)","(3.4, 4.5, 4.4222222222222225)","(51.0, 540.0, 514.2857142857143)"
10-01-2023 12:19:13.031652,"(10.0, 12.5, 11.789156626506024)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.4, 8.399999999999999)","(9.0, 11.0, 10.952)","(3.6, 4.3, 4.226666666666667)","(5.0, 6.8, 6.694117647058824)","(101.0, 540.0, 493.5)","(3.4, 4.5, 4.4222222222222225)","(51.0, 540.0, 514.2857142857143)"
10-01-2023 12:19:14.288464,"(10.0, 12.5, 11.789156626506024)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.435294117647059)","(9.0, 11.0, 11.375912408759124)","(3.6, 4.3, 4.226666666666667)","(5.0, 6.8, 6.694117647058824)","(101.0, 540.0, 493.5)","(3.4, 4.5, 4.4222222222222225)","(51.0, 540.0, 514.2857142857143)"
10-01-2023 12:19:15.575950,"(10.0, 12.5, 11.644927536231885)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.435294117647059)","(9.0, 11.5, 11.395522388059701)","(3.6, 4.3, 4.226666666666667)","(5.0, 6.8, 6.694117647058824)","(101.0, 540.0, 493.5)","(3.4, 4.5, 4.4222222222222225)","(51.0, 540.0, 824.1666666666667)"
10-01-2023 12:19:16.875522,"(10.0, 12.5, 11.644927536231885)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.435294117647059)","(9.0, 11.5, 11.395522388059701)","(3.6, 4.3, 4.226666666666667)","(5.0, 6.8, 6.72)","(101.0, 540.0, 493.5)","(3.4, 4.5, 4.4222222222222225)","(51.0, 970.0, 536.0)"
10-01-2023 12:19:18.176818,"(10.0, 12.5, 11.789156626506024)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.478260869565217)","(9.0, 11.5, 11.375912408759124)","(3.6, 4.3, 4.226666666666667)","(5.0, 6.8, 6.72)","(101.0, 540.0, 493.5)","(3.4, 4.5, 4.4222222222222225)","(51.0, 550.0, 536.0)"
10-01-2023 12:19:19.514571,"(10.0, 12.5, 11.789156626506024)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.478260869565217)","(9.0, 11.5, 11.375912408759124)","(3.6, 4.3, 4.226666666666667)","(5.0, 6.8, 6.72)","(101.0, 540.0, 493.5)","(3.4, 4.5, 4.4222222222222225)","(51.0, 550.0, 530.7692307692307)"
10-01-2023 12:19:20.848511,"(10.0, 12.5, 11.789156626506024)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.478260869565217)","(9.0, 11.5, 11.363309352517986)","(3.6, 4.3, 4.226666666666667)","(5.0, 6.8, 6.72)","(101.0, 540.0, 493.5)","(3.4, 4.5, 4.4222222222222225)","(51.0, 550.0, 530.7692307692307)"
10-01-2023 12:19:22.206142,"(10.0, 12.5, 11.789156626506024)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.478260869565217)","(9.0, 11.5, 11.363309352517986)","(3.6, 4.3, 4.226666666666667)","(5.0, 6.8, 6.72)","(101.0, 540.0, 493.5)","(3.4, 4.5, 4.4222222222222225)","(51.0, 550.0, 505.7142857142857)"
10-01-2023 12:19:23.495004,"(10.0, 12.5, 11.789156626506024)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.478260869565217)","(9.0, 11.5, 10.916666666666666)","(3.6, 4.3, 4.226666666666667)","(5.0, 6.8, 6.706666666666666)","(101.0, 540.0, 459.1304347826087)","(3.4, 4.5, 4.4222222222222225)","(51.0, 540.0, 505.7142857142857)"
10-01-2023 12:19:24.740358,"(10.0, 12.5, 11.789156626506024)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.478260869565217)","(9.0, 11.0, 10.916666666666666)","(3.6, 4.3, 4.244144144144144)","(5.0, 6.8, 6.7875)","(101.0, 540.0, 459.1304347826087)","(3.4, 4.5, 4.4222222222222225)","(51.0, 540.0, 505.7142857142857)"
10-01-2023 12:19:26.029564,"(10.0, 12.5, 11.8)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.52)","(9.0, 11.0, 10.916666666666666)","(3.6, 4.3, 4.174766355140187)","(5.0, 7.0, 6.814285714285714)","(101.0, 540.0, 459.1304347826087)","(3.4, 4.5, 4.4222222222222225)","(51.0, 540.0, 505.7142857142857)"
10-01-2023 12:19:27.272652,"(10.0, 12.5, 11.8)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.52)","(9.0, 11.0, 10.916666666666666)","(3.6, 4.2, 4.173267326732673)","(5.0, 7.0, 6.826666666666666)","(101.0, 540.0, 459.1304347826087)","(3.4, 4.5, 4.4222222222222225)","(51.0, 540.0, 530.7692307692307)"
10-01-2023 12:19:28.564057,"(10.0, 12.5, 11.8)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.575)","(9.0, 11.0, 10.916666666666666)","(3.6, 4.2, 4.165384615384616)","(5.0, 7.0, 6.826666666666666)","(101.0, 540.0, 459.1304347826087)","(3.4, 4.5, 4.4222222222222225)","(51.0, 550.0, 530.7692307692307)"
10-01-2023 12:19:29.835491,"(10.0, 12.5, 11.8)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.575)","(9.0, 11.0, 10.916666666666666)","(3.6, 4.2, 4.165384615384616)","(5.0, 7.0, 6.8)","(101.0, 540.0, 459.1304347826087)","(3.4, 4.5, 4.4222222222222225)","(51.0, 550.0, 530.7692307692307)"
10-01-2023 12:19:31.317711,"(10.0, 12.5, 11.8)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.575)","(9.0, 11.0, 10.916666666666666)","(3.6, 4.2, 4.165384615384616)","(5.0, 7.0, 6.8)","(101.0, 540.0, 459.1304347826087)","(3.4, 4.5, 4.4222222222222225)","(51.0, 550.0, 530.7692307692307)"
10-01-2023 12:19:32.752729,"(10.0, 12.5, 11.8)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.575)","(9.0, 11.0, 10.916666666666666)","(3.6, 4.2, 4.165384615384616)","(5.0, 7.0, 6.8)","(101.0, 540.0, 459.1304347826087)","(3.4, 4.5, 4.4222222222222225)","(51.0, 550.0, 536.0)"
10-01-2023 12:19:34.184325,"(10.0, 12.5, 11.8)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.575)","(9.0, 11.0, 10.916666666666666)","(3.6, 4.2, 4.165384615384616)","(5.0, 7.0, 6.8)","(101.0, 540.0, 459.1304347826087)","(3.4, 4.5, 4.4222222222222225)","(51.0, 550.0, 514.2857142857143)"
10-01-2023 12:19:35.652662,"(10.0, 12.5, 11.8)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.575)","(9.0, 11.0, 10.916666666666666)","(3.6, 4.2, 4.165384615384616)","(5.0, 7.0, 6.8)","(101.0, 540.0, 459.1304347826087)","(3.4, 4.5, 4.4222222222222225)","(51.0, 540.0, 514.2857142857143)"
10-01-2023 12:19:37.120146,"(10.0, 12.5, 11.8)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.575)","(9.0, 11.0, 10.916666666666666)","(3.6, 4.2, 4.172448979591837)","(5.0, 7.0, 6.8)","(101.0, 540.0, 459.1304347826087)","(3.4, 4.5, 4.4222222222222225)","(51.0, 540.0, 514.2857142857143)"
10-01-2023 12:19:38.552985,"(10.0, 12.5, 11.8)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.575)","(9.0, 11.0, 10.916666666666666)","(3.6, 4.2, 4.1721649484536085)","(5.0, 7.0, 6.8)","(101.0, 540.0, 459.1304347826087)","(3.4, 4.5, 4.4222222222222225)","(51.0, 540.0, 514.2857142857143)"
10-01-2023 12:19:39.907149,"(10.0, 12.5, 11.8)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.6, 8.612499999999999)","(9.0, 11.0, 10.9125)","(3.6, 4.2, 4.1654205607476635)","(5.0, 7.0, 6.8)","(101.0, 540.0, 459.1304347826087)","(3.4, 4.5, 4.4222222222222225)","(51.0, 540.0, 536.0)"
10-01-2023 12:19:41.318455,"(10.0, 12.5, 11.782352941176471)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.8, 8.61142857142857)","(9.0, 11.0, 10.9125)","(3.6, 4.2, 4.1654205607476635)","(5.0, 7.0, 6.8)","(101.0, 540.0, 459.1304347826087)","(3.4, 4.5, 4.4222222222222225)","(51.0, 550.0, 536.0)"
10-01-2023 12:19:42.737724,"(10.0, 12.5, 11.782352941176471)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.8, 8.61142857142857)","(9.0, 11.0, 10.9125)","(3.6, 4.2, 4.1654205607476635)","(5.0, 7.0, 6.8)","(101.0, 540.0, 459.1304347826087)","(3.4, 4.5, 4.4222222222222225)","(51.0, 550.0, 536.0)"
10-01-2023 12:19:44.253735,"(10.0, 12.5, 11.782352941176471)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.8, 8.61142857142857)","(9.0, 11.0, 10.9125)","(3.6, 4.2, 4.1654205607476635)","(5.0, 7.0, 6.8)","(101.0, 540.0, 362.22222222222223)","(3.4, 4.5, 4.4222222222222225)","(51.0, 550.0, 536.0)"
10-01-2023 12:19:45.725228,"(10.0, 12.5, 11.796296296296296)","(10.0, 13.0, 12.701754385964913)","(6.5, 8.8, 8.61142857142857)","(9.0, 11.0, 10.9125)","(3.6, 4.2, 4.1654205607476635)","(5.0, 7.0, 6.8)","(101.0, 370.0, 362.22222222222223)","(3.4, 4.5, 4.4222222222222225)","(51.0, 550.0, 514.2857142857143)"
10-01-2023 12:19:47.358320,"(10.0, 12.5, 12.14864864864865)","(10.0, 13.0, 12.46875)","(6.5, 8.8, 8.605882352941176)","(9.0, 11.0, 10.578947368421053)","(3.6, 4.2, 4.265384615384615)","(5.0, 7.0, 6.8)","(101.0, 370.0, 362.22222222222223)","(3.4, 4.5, 4.357142857142857)","(51.0, 540.0, 514.2857142857143)"
10-01-2023 12:19:48.686036,"(10.0, 12.5, 12.14864864864865)","(10.0, 13.0, 12.46875)","(6.5, 8.8, 8.497297297297298)","(9.0, 11.0, 10.793814432989691)","(3.6, 4.3, 4.268)","(5.0, 7.0, 6.8)","(101.0, 370.0, 362.22222222222223)","(3.4, 4.5, 4.357142857142857)","(51.0, 540.0, 515.4545454545455)"
10-01-2023 12:19:50.029756,"(10.0, 12.5, 12.14864864864865)","(10.0, 13.0, 12.46875)","(6.5, 8.8, 8.497297297297298)","(9.0, 11.0, 10.793814432989691)","(3.6, 4.3, 4.268)","(5.0, 7.0, 6.8)","(101.0, 370.0, 362.22222222222223)","(3.4, 4.5, 4.357142857142857)","(51.0, 540.0, 515.4545454545455)"
10-01-2023 12:19:51.408362,"(10.0, 12.5, 12.14864864864865)","(10.0, 13.0, 12.46875)","(6.5, 8.8, 8.538461538461538)","(9.0, 11.0, 10.676470588235293)","(3.6, 4.3, 4.268)","(5.0, 7.0, 6.8)","(101.0, 370.0, 346.3157894736842)","(3.4, 4.5, 4.357142857142857)","(51.0, 540.0, 536.6666666666667)"
10-01-2023 12:19:52.795382,"(10.0, 12.5, 12.14864864864865)","(10.0, 13.0, 12.46875)","(6.5, 8.8, 8.538461538461538)","(9.0, 11.0, 10.676470588235293)","(3.6, 4.3, 4.2846153846153845)","(5.0, 7.0, 6.8)","(101.0, 360.0, 328.42105263157896)","(3.4, 4.5, 4.3352941176470585)","(51.0, 550.0, 536.6666666666667)"
10-01-2023 12:19:54.130060,"(10.0, 12.5, 12.14864864864865)","(10.0, 13.0, 12.46875)","(6.5, 8.8, 8.538461538461538)","(9.0, 11.0, 10.676470588235293)","(3.6, 4.3, 4.326436781609195)","(5.0, 7.0, 6.8)","(101.0, 340.0, 315.0)","(3.4, 4.4, 4.31875)","(51.0, 550.0, 536.6666666666667)"
10-01-2023 12:19:55.457234,"(10.0, 12.5, 12.14864864864865)","(10.0, 13.0, 12.46875)","(6.5, 8.8, 8.589473684210526)","(9.0, 11.0, 10.676470588235293)","(3.6, 4.4, 4.332530120481928)","(5.0, 7.0, 6.8)","(101.0, 340.0, 319.47368421052636)","(3.4, 4.4, 4.31875)","(51.0, 550.0, 536.6666666666667)"
10-01-2023 12:19:56.738375,"(10.0, 12.5, 12.14864864864865)","(10.0, 13.0, 12.46875)","(6.5, 8.8, 8.589473684210526)","(9.0, 11.0, 10.676470588235293)","(3.6, 4.4, 4.279310344827586)","(5.0, 7.0, 6.8)","(101.0, 330.0, 303.9130434782609)","(3.4, 4.4, 4.335)","(51.0, 550.0, 536.6666666666667)"
10-01-2023 12:19:58.016328,"(10.0, 12.5, 12.14864864864865)","(10.0, 13.0, 12.405405405405405)","(6.5, 8.8, 8.64)","(9.0, 11.0, 10.576923076923077)","(3.6, 4.3, 4.273015873015873)","(5.0, 7.0, 6.7375)","(101.0, 330.0, 310.95238095238096)","(3.4, 4.4, 4.4037037037037035)","(51.0, 550.0, 515.4545454545455)"
10-01-2023 12:19:59.263389,"(10.0, 12.5, 12.227272727272727)","(10.0, 12.5, 12.46875)","(6.5, 8.8, 8.700000000000001)","(9.0, 11.0, 10.326086956521738)","(3.6, 4.3, 4.26046511627907)","(5.0, 6.8, 6.7375)","(101.0, 330.0, 310.95238095238096)","(3.4, 4.5, 4.4037037037037035)","(51.0, 540.0, 515.4545454545455)"
10-01-2023 12:20:00.506198,"(10.0, 12.5, 12.227272727272727)","(10.0, 13.0, 12.46875)","(6.5, 8.8, 8.700000000000001)","(9.0, 10.5, 10.326086956521738)","(3.6, 4.3, 4.26046511627907)","(5.0, 6.8, 6.7375)","(101.0, 330.0, 310.95238095238096)","(3.4, 4.5, 4.4037037037037035)","(51.0, 540.0, 515.4545454545455)"
10-01-2023 12:20:01.749559,"(10.0, 12.5, 12.14864864864865)","(10.0, 13.0, 12.46875)","(6.5, 8.8, 8.700000000000001)","(9.0, 10.5, 10.362068965517242)","(3.6, 4.3, 4.211764705882353)","(5.0, 6.8, 6.783333333333333)","(101.0, 330.0, 310.52631578947364)","(3.4, 4.5, 4.396551724137931)","(51.0, 540.0, 515.4545454545455)"
10-01-2023 12:20:02.984960,"(10.0, 12.5, 12.14864864864865)","(10.0, 13.0, 12.691176470588236)","(6.5, 8.8, 8.700000000000001)","(9.0, 10.5, 10.456521739130435)","(3.6, 4.3, 4.211764705882353)","(5.0, 7.0, 6.746666666666666)","(101.0, 320.0, 284.09090909090907)","(3.4, 4.5, 4.396551724137931)","(51.0, 540.0, 536.6666666666667)"
10-01-2023 12:20:04.264213,"(10.0, 12.5, 12.14864864864865)","(10.0, 13.0, 12.691176470588236)","(6.5, 8.8, 8.700000000000001)","(9.0, 10.5, 10.456521739130435)","(3.6, 4.3, 4.211764705882353)","(5.0, 6.8, 6.667692307692308)","(101.0, 300.0, 284.09090909090907)","(3.4, 4.5, 4.396551724137931)","(51.0, 550.0, 536.6666666666667)"
10-01-2023 12:20:05.483193,"(10.0, 12.5, 12.14864864864865)","(10.0, 13.0, 12.691176470588236)","(6.5, 8.8, 8.700000000000001)","(9.0, 10.5, 10.456521739130435)","(3.6, 4.3, 4.211764705882353)","(5.0, 7.0, 6.3478260869565215)","(101.0, 300.0, 284.7826086956522)","(3.4, 4.5, 4.363636363636363)","(51.0, 550.0, 430.0)"
10-01-2023 12:20:06.701169,"(10.0, 12.5, 12.01063829787234)","(10.0, 13.5, 13.285714285714286)","(6.5, 9.0, 8.652631578947368)","(9.0, 10.5, 10.456521739130435)","(3.6, 4.3, 4.211764705882353)","(5.0, 6.6, 6.463529411764705)","(101.0, 300.0, 284.7826086956522)","(3.4, 4.5, 4.377777777777778)","(51.0, 550.0, 430.0)"
10-01-2023 12:20:07.916673,"(10.0, 12.5, 12.01063829787234)","(10.0, 14.0, 13.583333333333334)","(6.5, 9.0, 8.72542372881356)","(9.0, 10.5, 10.456521739130435)","(3.6, 4.3, 4.211764705882353)","(5.0, 6.6, 6.476543209876543)","(101.0, 300.0, 283.2)","(3.4, 4.4, 4.36923076923077)","(51.0, 550.0, 430.0)"
10-01-2023 12:20:09.250570,"(10.0, 12.5, 12.01063829787234)","(10.0, 14.0, 13.666666666666666)","(6.5, 9.0, 8.725714285714286)","(10.0, 10.5, 10.456521739130435)","(3.6, 4.3, 4.211764705882353)","(5.0, 6.6, 6.476543209876543)","(101.0, 300.0, 257.14285714285717)","(3.4, 4.4, 4.36923076923077)","(51.0, 550.0, 324.61538461538464)"
10-01-2023 12:20:10.610866,"(10.0, 12.5, 12.13265306122449)","(10.0, 14.0, 13.666666666666666)","(6.5, 9.0, 8.8)","(10.0, 10.5, 10.456521739130435)","(3.6, 4.3, 4.211764705882353)","(5.0, 6.6, 6.3792)","(101.0, 300.0, 257.14285714285717)","(3.4, 4.4, 4.36923076923077)","(51.0, 500.0, 370.0)"
10-01-2023 12:20:11.991011,"(10.0, 12.5, 12.159574468085106)","(10.0, 14.0, 13.545454545454545)","(6.5, 9.0, 8.83157894736842)","(10.0, 10.5, 10.456521739130435)","(3.6, 4.3, 4.211764705882353)","(5.0, 6.6, 6.3792)","(101.0, 300.0, 257.14285714285717)","(3.4, 4.4, 4.36923076923077)","(51.0, 490.0, 352.5)"
10-01-2023 12:20:13.257925,"(10.0, 12.5, 12.186274509803921)","(10.0, 14.0, 13.545454545454545)","(6.5, 9.0, 8.83157894736842)","(10.0, 10.5, 10.462264150943396)","(3.6, 4.3, 4.211764705882353)","(5.0, 6.6, 6.3792)","(101.0, 300.0, 270.0)","(3.4, 4.4, 4.36923076923077)","(51.0, 480.0, 352.5)"
10-01-2023 12:20:14.554637,"(10.0, 12.5, 12.159574468085106)","(10.0, 14.0, 13.6)","(6.5, 9.0, 8.83157894736842)","(10.0, 10.5, 10.462264150943396)","(3.6, 4.3, 4.211764705882353)","(5.0, 6.6, 6.3792)","(101.0, 290.0, 270.0)","(3.4, 4.4, 4.36923076923077)","(51.0, 480.0, 352.5)"
10-01-2023 12:20:15.864785,"(10.0, 12.5, 12.159574468085106)","(10.0, 14.0, 13.72)","(6.5, 9.0, 8.872)","(10.0, 10.5, 10.39516129032258)","(3.6, 4.3, 4.268965517241379)","(5.0, 6.6, 6.353424657534247)","(101.0, 290.0, 270.0)","(3.4, 4.4, 4.36923076923077)","(51.0, 480.0, 352.5)"
10-01-2023 12:20:17.118700,"(10.0, 12.5, 12.173469387755102)","(10.0, 14.0, 13.72)","(6.5, 9.0, 8.872)","(10.0, 10.5, 10.39516129032258)","(3.6, 4.4, 4.268965517241379)","(5.0, 6.4, 6.3500000000000005)","(101.0, 290.0, 270.0)","(3.4, 4.4, 4.376470588235295)","(51.0, 480.0, 352.5)"
10-01-2023 12:20:18.348269,"(10.0, 12.5, 12.173469387755102)","(10.0, 14.0, 13.72)","(6.5, 9.0, 8.872)","(10.0, 10.5, 10.39516129032258)","(3.6, 4.4, 4.268965517241379)","(5.0, 6.4, 6.356410256410257)","(101.0, 290.0, 270.0)","(3.4, 4.4, 4.376470588235295)","(51.0, 480.0, 352.5)"
10-01-2023 12:20:19.475315,"(10.0, 12.5, 12.173469387755102)","(10.0, 14.0, 13.72)","(6.5, 9.0, 8.872)","(10.0, 10.5, 10.39516129032258)","(3.6, 4.4, 4.268965517241379)","(5.0, 6.4, 6.356410256410257)","(101.0, 290.0, 270.0)","(3.4, 4.4, 4.376470588235295)","(51.0, 480.0, 352.5)"
10-01-2023 12:20:20.594896,"(10.0, 12.5, 12.119047619047619)","(10.0, 14.0, 13.72)","(6.5, 9.0, 8.872)","(10.0, 10.5, 10.39516129032258)","(3.6, 4.4, 4.285106382978723)","(5.0, 6.4, 6.356410256410257)","(101.0, 290.0, 270.0)","(3.4, 4.4, 4.376470588235295)","(51.0, 480.0, 363.3333333333333)"
10-01-2023 12:20:21.727255,"(10.0, 12.5, 12.104651162790697)","(10.0, 14.0, 13.72)","(6.5, 9.0, 8.872)","(10.0, 11.0, 10.712328767123287)","(3.6, 4.4, 4.366666666666667)","(5.0, 6.4, 6.356410256410257)","(101.0, 290.0, 270.0)","(3.4, 4.4, 4.347368421052631)","(51.0, 470.0, 363.3333333333333)"
10-01-2023 12:20:22.896279,"(10.0, 12.5, 11.66)","(10.0, 14.0, 13.72)","(6.5, 9.0, 8.872)","(10.0, 11.0, 10.712328767123287)","(3.6, 4.4, 4.366666666666667)","(5.0, 6.4, 6.356410256410257)","(101.0, 290.0, 270.0)","(3.4, 4.4, 4.333333333333333)","(51.0, 470.0, 347.5)"
10-01-2023 12:20:24.084293,"(10.0, 12.0, 11.666666666666666)","(10.0, 14.0, 13.72)","(6.5, 9.0, 8.911111111111111)","(10.0, 11.0, 10.764705882352942)","(3.6, 4.4, 4.3428571428571425)","(5.0, 6.4, 6.356410256410257)","(101.0, 290.0, 270.0)","(3.4, 4.4, 4.333333333333333)","(51.0, 460.0, 347.5)"
10-01-2023 12:20:25.286120,"(10.0, 12.0, 11.642857142857142)","(10.0, 14.0, 13.72)","(6.5, 9.0, 8.911111111111111)","(10.0, 11.0, 10.764705882352942)","(3.6, 4.4, 4.3428571428571425)","(5.0, 6.4, 6.378102189781022)","(101.0, 290.0, 270.0)","(3.4, 4.4, 4.353571428571429)","(51.0, 460.0, 347.5)"
10-01-2023 12:20:26.456490,"(10.0, 12.0, 11.583333333333334)","(10.0, 14.0, 13.72)","(6.5, 9.0, 8.911111111111111)","(10.0, 11.0, 10.764705882352942)","(3.6, 4.4, 4.3428571428571425)","(5.0, 6.6, 6.378102189781022)","(101.0, 290.0, 270.0)","(3.4, 4.4, 4.36)","(51.0, 460.0, 347.5)"
10-01-2023 12:20:27.632636,"(10.0, 12.0, 11.583333333333334)","(10.0, 14.0, 13.72)","(6.5, 9.0, 8.911111111111111)","(10.0, 11.0, 10.68)","(3.6, 4.4, 4.336842105263158)","(5.0, 6.6, 6.378102189781022)","(101.0, 290.0, 270.0)","(3.4, 4.4, 4.352380952380953)","(51.0, 460.0, 360.0)"
10-01-2023 12:20:28.794626,"(10.0, 12.0, 11.583333333333334)","(10.0, 14.0, 13.72)","(6.5, 9.0, 8.911111111111111)","(10.0, 11.0, 10.68)","(3.6, 4.4, 4.336842105263158)","(5.0, 6.6, 6.382089552238806)","(101.0, 290.0, 270.0)","(3.4, 4.4, 4.352380952380953)","(51.0, 460.0, 360.0)"
10-01-2023 12:20:30.001474,"(10.0, 12.0, 11.583333333333334)","(10.0, 14.0, 13.72)","(6.5, 9.0, 8.911111111111111)","(10.0, 11.0, 10.435897435897436)","(3.6, 4.4, 4.32258064516129)","(5.0, 6.6, 6.364705882352942)","(101.0, 290.0, 270.0)","(3.4, 4.4, 4.333333333333333)","(51.0, 460.0, 347.5)"
10-01-2023 12:20:31.511690,"(10.0, 12.5, 11.95)","(10.0, 14.0, 13.914285714285715)","(6.5, 9.0, 8.951020408163265)","(9.0, 11.0, 10.356521739130434)","(3.6, 4.4, 4.32258064516129)","(5.0, 6.4, 6.364705882352942)","(101.0, 290.0, 276.6666666666667)","(3.4, 4.4, 4.3277777777777775)","(51.0, 460.0, 347.5)"
10-01-2023 12:20:32.744315,"(10.0, 12.5, 11.95)","(10.0, 14.0, 14.142857142857142)","(6.5, 9.0, 9.05531914893617)","(9.0, 11.0, 10.377551020408163)","(3.6, 4.4, 4.321428571428571)","(5.0, 6.4, 6.361290322580645)","(101.0, 290.0, 284.0)","(3.4, 4.4, 4.3277777777777775)","(51.0, 460.0, 380.0)"
10-01-2023 12:20:34.162305,"(10.0, 12.5, 11.714285714285714)","(10.0, 14.5, 13.975609756097562)","(6.5, 9.2, 9.092063492063492)","(9.0, 10.5, 10.074074074074074)","(3.6, 4.4, 4.186904761904762)","(5.0, 6.4, 6.461611374407583)","(101.0, 290.0, 284.0)","(3.4, 4.4, 4.345833333333333)","(51.0, 450.0, 375.0)"
10-01-2023 12:20:35.559952,"(10.0, 12.0, 11.727272727272727)","(10.0, 14.0, 14.46875)","(6.5, 9.2, 9.111864406779661)","(9.0, 10.5, 10.243661971830987)","(3.6, 4.2, 4.222689075630252)","(5.0, 6.6, 6.461611374407583)","(101.0, 290.0, 272.5)","(3.4, 4.4, 4.352380952380953)","(51.0, 440.0, 375.0)"
10-01-2023 12:20:36.935166,"(10.0, 12.0, 11.727272727272727)","(10.0, 14.5, 14.479166666666666)","(6.5, 9.2, 9.147169811320754)","(9.0, 10.5, 10.243661971830987)","(3.6, 4.3, 4.222689075630252)","(5.0, 6.6, 6.461611374407583)","(101.0, 280.0, 272.5)","(3.4, 4.4, 4.352380952380953)","(51.0, 440.0, 375.0)"
